analysis_date,product_id,product_name,category,brand,current_stock,avg_daily_demand,sku_volatility_7d,lead_time_days,safety_stock,reorder_point,stockout_risk_status
2024-11-04,871592,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",261,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,876139,Pulses,Grocery & Staples,Cherian-Dara,468,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,880510,Bread,Dairy & Breakfast,Roy-Char,127,0.43,1.13,2,2.64,3.5,Healthy
2024-11-04,883013,Eggs,Dairy & Breakfast,Chahal Group,199,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,888807,Bread,Dairy & Breakfast,Arya Group,163,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,890232,Mango Drink,Cold Drinks & Juices,Jha Group,206,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,890623,Onions,Fruits & Vegetables,"Sangha, Nagar and Varty",266,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,89084,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",271,0.57,0.98,2,2.29,3.43,Healthy
2024-11-04,891833,Curd,Dairy & Breakfast,Mani PLC,229,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,894539,Dish Soap,Household Care,"Pall, Sule and Sood",45,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,897083,Detergent,Household Care,Dutta-Halder,14,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,901144,Sugar,Grocery & Staples,Deo-Kamdar,288,0.43,1.13,2,2.64,3.5,Healthy
2024-11-04,903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",560,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,913428,Pet Treats,Pet Care,Narayanan-Kumar,465,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,914071,Chips,Snacks & Munchies,Datta Ltd,194,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,91670,Dish Soap,Household Care,Barman-Ahluwalia,162,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,200,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,927651,Baby Wipes,Baby Care,Narula Group,241,0.14,0.38,2,0.89,1.17,Healthy
2024-11-04,930284,Baby Food,Baby Care,"Garg, Saraf and Dutta",432,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,937542,Wheat Flour,Grocery & Staples,Khurana and Sons,511,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,942001,Cat Food,Pet Care,Acharya Ltd,394,0.43,1.13,2,2.64,3.5,Healthy
2024-11-04,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",182,0.29,0.76,2,1.77,2.35,Healthy
2024-11-04,9436,Toothpaste,Personal Care,Naidu PLC,36,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,945635,Pulses,Grocery & Staples,Balasubramanian PLC,453,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,949818,Biscuits,Snacks & Munchies,Yohannan Inc,195,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,951463,Pet Treats,Pet Care,Balakrishnan-Kaur,410,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,952124,Onions,Fruits & Vegetables,"Wali, Sood and Bala",157,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",134,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,953175,Baby Food,Baby Care,Sehgal-Nagarajan,410,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,196,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,961614,Chocolates,Snacks & Munchies,Goda Inc,231,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,231,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,962591,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,244,0.29,0.76,2,1.77,2.35,Healthy
2024-11-04,965755,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",171,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,968887,Dish Soap,Household Care,Keer-Gill,60,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,969851,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",170,0.14,0.38,2,0.89,1.17,Healthy
2024-11-04,970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",273,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,150,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,991434,Cookies,Snacks & Munchies,Mital-Oza,213,0.0,0.0,2,0.0,0.0,Healthy
2024-11-04,992178,Pain Reliever,Pharmacy,Basu and Sons,359,0.43,1.13,2,2.64,3.5,Healthy
2024-11-04,993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",155,0.0,0.0,2,0.0,0.0,Healthy
